"title","conference_name","url"
"Art, Science and Industry: A symbiotic milieu to rethink visions of the world","ISEA 2023",NULL
"Symbio(geo)sis: When mineral and biological species meet","ISEA 2023",NULL
"4E Cognition for Symbiotic Architecture?","ISEA 2023",NULL
"A [Potential] Cloud War Controversies and conflicts related to climate manipulations.","ISEA 2023",NULL
"Mytherrella: an interactive installation hallucinating mythological auroral formations","ISEA 2023",NULL
"Inhabiting the Edges","ISEA 2023",NULL
"At the Sources of an Artistic Mutation towards Science: the First Years of the Journal Leonardo (1968-1981) as a Forum for the Pioneers of Digital Art","ISEA 2023",NULL
"Sensoriums for the Ephemeral — gamification of values","ISEA 2023",NULL
"Mycorrhizal Materialities Positioning the entanglement of human and machine intelligence","ISEA 2023",NULL
"Interspecies Communication — Water bodies","ISEA 2023",NULL
"Intelligent Sensibility: Human-Machine Symbiotic Agencies","ISEA 2023",NULL
"DAOs A blockchain-based application not intervening, but strengthening the agility of contemporary arts","ISEA 2023",NULL
"Lucid Dream: Sensing and Artistic Representation of Plant-Nature Interaction Based on Plants Biosignals","ISEA 2023",NULL
"Sounding Softness and the (Artificial) Subject","ISEA 2023",NULL
"Gesture and Spatiality in Electroacoustic Improvisation with Digital Video","ISEA 2023",NULL
"Generated tools: A Defamiliarizing Approach to Creating ML Art","ISEA 2023",NULL
"Ecologies of Thought: Generative Art as a Collaborative Research Methodology with Guarani and Kaiowá Indigenous Communities","ISEA 2023",NULL
"Power and Resistance in Digital Degrowth","ISEA 2023",NULL
"Emerging Strategies “Under The Bay” in AR/XR","ISEA 2023",NULL
"Motherplants: Mycelium Network and Artistic Research","ISEA 2023",NULL
"Life-as-it-could-be, Symbiosis in Interspecifics’ Codex Virtualis_Genesis","ISEA 2023",NULL
"Disruptive Avant-Garde Art of Today: Shaping Post-Growth Imaginaries for Symbiotic Futures","ISEA 2023",NULL
"Drivers for Resilience in Cultural Organizations: lessons from the Montreal festivals in the face of the COVID-19 pandemic","ISEA 2023",NULL
"Metabolism and Art","ISEA 2023",NULL
"Ephemera: Bubble Representations as Metaphors for Endangered Species","ISEA 2023",NULL
"Jellyeyes – Symbiosis, Evolution and Vision","ISEA 2023",NULL
"Technoshamanism: Symbiotic Techniques of Art and Healing","ISEA 2023",NULL
"Symbiotic Collaborators: The New Creative Subject in Postdigital Participatory Art","ISEA 2023",NULL
"Proteus 3.0 - Interacting with the cloud","ISEA 2023",NULL
"Co-creation Towards the Post-Anthropocene","ISEA 2023",NULL
"Spectral Plain: A case study for exploring the world-building potential of co-creative systems that combine text generation models with game mechanics","ISEA 2023",NULL
"BrushLens: Hardware Interaction Proxies for Accessible Touchscreen Interface Actuation","ACM UIST 2023",NULL
"Ecotechnologies of Practice: in-forming changing climates","ISEA 2023",NULL
"Water Stories: Visual Poetics and Collective Voices","ISEA 2023",NULL
"Nga manawataki o te koiora: biological rhythms, posthuman design and decolonial thought.","ISEA 2023",NULL
"The Dark Side of the NFTs: The artists’ need for new systems of collaboration","ISEA 2023",NULL
"STAND BY/ME","ISEA 2023",NULL
"Art’s Intratemporal Relation to the Future","ISEA 2023",NULL
"For a more symbiotic co-individuation with our technological avatars: how to go, with the Sciences and the Arts, beyond hybridizations?","ISEA 2023",NULL
"Symphony of the Stones: A Research-Creation Exploration on the Animation of Heavy Metal Residues in Contaminated Urban Landscapes","ISEA 2023",NULL
"The “Bichi” Project Symbiotic Food Networks & the Alchemist Kitchen","ISEA 2023",NULL
"Thief of Truth: VR comics about the relationship between AI and humans","ISEA 2023",NULL
"FFL: A Language and Live Runtime for Styling and Labeling Typeset Math Formulas","ACM UIST 2023",NULL
"FibeRobo: Fabricating 4D Fiber Interfaces by Continuous Drawing of Temperature Tunable Liquid Crystal Elastomers","ACM UIST 2023",NULL
"Live, Rich, and Composable Programming with Engraft","ACM UIST 2023",NULL
"RadarVR: Exploring Spatiotemporal Visual Guidance in Cinematic VR","ACM UIST 2023",NULL
"Disembodiment in VR: Immersed in 3D Audio Experiences","ISEA 2023",NULL
"The Enigma A/V performance & the concept of Agnostic Media Environment (AME)","ISEA 2023",NULL
"GenAssist: Making Image Generation Accessible","ACM UIST 2023",NULL
"GestureCanvas: A Programming by Demonstration System for Prototyping Compound Freehand Interaction in VR","ACM UIST 2023",NULL
"White Cube / Black Box: Investigating Bias in Museums and Algorithms","ISEA 2023",NULL
"Human Energetics in an Era of Post-Humanism","ISEA 2023",NULL
"Graphologue: Exploring Large Language Model Responses with Interactive Diagrams","ACM UIST 2023",NULL
"How Digital Anthropomorphism Enhances Creativity in Human-to-Robot Dance Interactivity","ISEA 2023",NULL
"RadarFoot: Fine-grain Ground Surface Context Awareness for Smart Shoes","ACM UIST 2023",NULL
"The Revolution Will Launch in the Garden: Politics of representation and vegetal intellig(senti)ence","ISEA 2023",NULL
"“I’m a virtual assistant so I don’t have pronouns the way people do, thanks for asking”: gender neutrality, diversification and fluidity in AI","ISEA 2023",NULL
"Bio Elektron - A Multisensory Approach to Augmenting Dance, Combining: Biosignals, Drawing, Sound and Electrical Feedback","ISEA 2023",NULL
"Immersive environments, video tracking and collective interactivity on smartphone : a generic “dispositif”","ISEA 2023",NULL
"ARt chat - A Museum App combining AR, Art and Communication","ISEA 2023",NULL
"A hybrid listening to atmospheric processes","ISEA 2023",NULL
"Eleven Movements of the Cryoscape – Ecological Explorations in Sonification for Affectively Engaging with Climate Change","ISEA 2023",NULL
"Cosmo-Techno-Poiesis: Architecture of Environmental Control","ISEA 2023",NULL
"Welcome to the Metaverse: Hacking Affect in Immersive Documentary to Increase Critical Big Data Literacy","ISEA 2023",NULL
"Hybrid Entanglements: a posthuman dramaturgy for human-robot relationships","ISEA 2023",NULL
"ReSilence: Retune the Soundscape of future cities through art and science collaboration","ISEA 2023",NULL
"Thinking with Tides: Engaging with Embodied Technical Processes within the Tidal Ranges of the Thames Estuary","ISEA 2023",NULL
"Chthulucene Hekateris","ISEA 2023",NULL
"Artistic Strategies to Guide Neural Networks","ISEA 2023",NULL
"Towards a Sympoietic Relation with Materials in Interactive Artworks","ISEA 2023",NULL
"Kombucha as a Guide. Serendipitous Journey through Taste, Feminism, Free and Open Source Culture, and Ritual","ISEA 2023",NULL
"Towards an Intelligent IoT System for the Data-Informed Museum of the Future","ISEA 2023",NULL
"Thought Exhibition. On critical zones, cosmograms, and the impossible outside","ISEA 2023",NULL
"The Creative Design and Social Service Practice of zen_Farm","ISEA 2023",NULL
"Curation as Research-Creation: Speculating on the Future of Art and Technology Festivals","ISEA 2023",NULL
"Feeling One’s Way: In Search of a Symbiotic Vocabulary of the Virtual","ISEA 2023",NULL
"Live 4 Life: A dream for a free and open spatial performance tool towards symbiosis or death?","ISEA 2023",NULL
"A Latin America Network for Art and Cybernetics: The Centre for Art and Communication (CAyC)","ISEA 2023",NULL
"Towards a Methodology for Co-creating Artistic Acoustic Ecologies with the Great Lakes","ISEA 2023",NULL
"Structures of Emotion: Speculating on an AI-Human Symbiosis","ISEA 2023",NULL
"The w(e)aves of complexity: Relational ontologies within the Symbios Art Exhibition","ISEA 2023",NULL
"E-cellulose: symbiotic cultivation for the production of smart textiles in a framework of sustainable fashion and electronic art","ISEA 2023",NULL
"The Fall of R’Thea: Digital Fiction","ISEA 2023",NULL
"To Know a Tree: Symbiotic Mutualism and Artistic Exploration against Anthropocentric Science","ISEA 2023",NULL
"Same Old Story: Agential Realism in the Study of Colonial Histories","ISEA 2023",NULL
"Data-Phantoms: Impossible Nests (Memories Post Extinction)","ISEA 2023",NULL
"Processes, Fabrication and Design with Kombucha Bacterial Cellulose: Mapping Practices","ISEA 2023",NULL
"Black Box versus Black Bloc","ISEA 2023",NULL
"The Hitchcock Experience - a Spatial Montage project","ISEA 2023",NULL
"Animate: A Theatrical Exploration of Climate Transformation through the Medium of Extended Reality (XR)","ISEA 2023",NULL
"Towards Sensemaking in the Meshwork of Technology, Ecology and Society: Symbiosis of Aesthetics, Performance and Digitalization","ISEA 2023",NULL
"Deeply Listening Through/Out the Deepscape","ISEA 2023",NULL
"A Performance Co-Created with an Autonomous Virtual System: A Symbiotic Approach","ISEA 2023",NULL
"SleeveIO: Modular and Reconfigurable Platform for Multimodal Wearable Haptic Feedback Interactions","ACM UIST 2023",NULL
"Constraint-Driven Robotic Surfaces, at Human-Scale","ACM UIST 2023",NULL
"Light Up Kelowna: Coordination and Development of Networked Community-based Media Art Urban Screen Infrastructure","ISEA 2023",NULL
"Augmenting Creative Symbiosis Using a Cyber-Physical Aesthetic","ISEA 2023",NULL
"From Gap to Synergy: Enhancing Contextual Understanding through Human-Machine Collaboration in Personalized Systems","ACM UIST 2023",NULL
"(Re)imagining human-yeasts relations via art-science collaboration","ISEA 2023",NULL
"A Sympoietic Ocean. Design research with/in the marine holobiont","ISEA 2023",NULL
"NER: Physical-Virtual Multimodal Generative NFT with a Rarity Model","ISEA 2023",NULL
"Towards a Relational Model of Co-located Interaction in Interactive Art","ISEA 2023",NULL
"VR CALLIGRAPHY Transposing Chinese calligraphy as choreographed movements into whole-body performances in VR","ISEA 2023",NULL
"LAVIN: An AI-Navigated Art Experience in Virtual Reality","ISEA 2023",NULL
"Volume of Voids: Artistic Visualizations of the Disequilibrium","ISEA 2023",NULL
"The Worlds of Entanglements: Reflection on Posthumanist Ontologies in Art&Science Projects","ISEA 2023",NULL
"Post-Human Motherhoods: Reflections on mother-offspring bonding as symbiotic individuation in Contemporary Art","ISEA 2023",NULL
"Dynamic Paintings: Real-Time Interactive Artworks in Web","ISEA 2022",NULL
"Evoking Sympathy Through Immersive Experiences in A Walk Alone","ISEA 2022",NULL
"The Tapestry: Past and Possibility in the History of Magic","ISEA 2022",NULL
"Protest and Aesthetics in The Metainterface Spectacle","ISEA 2022",NULL
"Reflexive-vr.com: Reconfiguring a physical VR exhibition into an online virtual exhibition due to the COVID-19 pandemic","ISEA 2022",NULL
"SUMMONING THE NEREID NERDZ: INVISIBILITY AND VISIONS WITHIN NETWORK ARCHITECTURES","ISEA 2022",NULL
"NUAGE: A Digital Live Audiovisual Arts Tangible Interface","ISEA 2022",NULL
"Possible City: colonial trauma and mediated space","ISEA 2022",NULL
"Possibilising Performance through Interactive Telematic Technology: Mental Dance","ISEA 2022",NULL
"Emergent. A post-pandemic living mobile gallery","ISEA 2022",NULL
"The Bartleby Machine","ISEA 2022",NULL
"Merging Art, Media, and Ecology: Diego Rivera and Ariel Guzik at the Cárcamo de Dolores","ISEA 2022",NULL
"From hallucinatory Art to hallucination in the Virtuality. Devices for Alternative Realities.","ISEA 2022",NULL
"One + One = Three: The Added Value of Dual Degrees in Higher Education","ISEA 2022",NULL
"Tuning in: Reflecting in the Wake of Blackness through a Knitted Flower Antenna","ISEA 2022",NULL
"The Medium is the Environment: Digital Materialism, Digital Art, and the Climate Crisis","ISEA 2022",NULL
"Can machines predict our future?","ISEA 2022",NULL
"Arts, Science and Technology in the ISSM Project and Exhibition","ISEA 2022",NULL
"Knowing VR through Practice","ISEA 2022",NULL
"Qatipana: Towards the possibility of Cosmotechnics and Technodiversity","ISEA 2022",NULL
"Spatial Photograms: Experimental Cyanotype Photography using 3D Scanning and Printing Technologies","ISEA 2022",NULL
"Rituals of art and science to decompart(mentalize) knowledge","ISEA 2022",NULL
"Speakers, More Speakers!!! – Developing Interactive, Distributed, Smartphone-Based, Immersive Experiences for Music and Art","ISEA 2022",NULL
"Transforming Practices: a practice-based research approach to teaching emerging media at undergraduate level","ISEA 2022",NULL
"Making a Manual: The Manual for the Curation and Display of Interactive New Media Art","ISEA 2022",NULL
"PressurePick: Muscle Tension Estimation for Guitar Players Using Unobtrusive Pressure Sensing","ACM UIST 2023",NULL
"The Expanded World of Invisible Images","ISEA 2022",NULL
"The Cabinet of Wolfgang von Kempelen: AI Art and Creative Agency","ISEA 2022",NULL
"Nam June Paik’s Bibimbap Aesthetics as a Korean Reinterpretation of the Gesamtkunstwerk","ISEA 2022",NULL
"Machine Learning-based Approaches in Biometric Data Art","ISEA 2022",NULL
"ONUS MARIS","ISEA 2022",NULL
"Knowledge Cultures in New Media Art","ISEA 2022",NULL
"DIGITAL ANARCHIVAL POETICS. Algorithms looking into Audiovisual Heritage","ISEA 2022",NULL
"A Sonic Exploration of Spanish Flamenco and the Whirling Dervishes of Turkey with Wearable Technology","ISEA 2022",NULL
"Spectrograms of the environment: entangled human and nonhuman histories","ISEA 2022",NULL
"Rebalancing media in environments: analysing flows of action","ISEA 2022",NULL
"Queer Communication: Human-Nonhuman Encounters","ISEA 2022",NULL
"Museum Practices and Posthumanist Technical and Scientific Assemblages","ISEA 2022",NULL
"A Case for Play: Immersive Storytelling of Rohingya Refugee Experience","ISEA 2022",NULL
"Pulcher Aureus Filum. Biological Substrate Computers and the Ecological Paradigm Shift","ISEA 2022",NULL
"Towards a Theory of Machine Learning and the Cinematic Image","ISEA 2022",NULL
"Artistic residencies in digital companies","ISEA 2022",NULL
"Connecting New Media Art Archives Worldwide","ISEA 2022",NULL
"Weaving Augmented Reality into the Fabric of Everyday Life","ISEA 2022",NULL
"The Process of Word Automation: From the Spoken Word to the Algorithm","ISEA 2022",NULL
"Towards the Sonic Laboratory: Laboratories’ creative potential","ISEA 2022",NULL
"The Last Play: A transmedia installation","ISEA 2022",NULL
"Inhaling Quantum-Consciousness: Ecological Vibrational Possibles","ISEA 2022",NULL
"VRoxy: Enabling Remote Collaboration in Large Spaces Beyond Local Boundaries via a VR-Driven Robotic Proxy","ACM UIST 2023",NULL
"View from Above: Drone art and hacktivism for landscape transformation awareness","ISEA 2022",NULL
"autonomX—Real Time Creation/Composition with Complex Systems","ISEA 2022",NULL
"CubeSense++: Smart Environment Sensing with Interaction-Powered Corner Reflector Mechanisms","ACM UIST 2023",NULL
"Nonhuman Creativity in Generative Art: Beyond the Anthropocentric Paradigm","ISEA 2022",NULL
"Living Biotechnical Lives: Noise, Parasites, and Relational Practices","ISEA 2022",NULL
"Internet vernacular creativity. Vaporwave, counterculture and copyright.","ISEA 2022",NULL
"Ecopornography in Digital Arts","ISEA 2022",NULL
"Probing Food and Power with Robotized Spoonfuls of Edible Paste","ISEA 2022",NULL
"Artificial Life within a frame of metacreation on stage","ISEA 2022",NULL
"THE MULTICULTURAL AND TRANSDISCIPLINARY CONSTRUCTION OF ANTI-CONSUMERIST CRITICAL THOUGHTS – THE MULTISENSORY DIVERSITY OF THE ARTISTIC INSTALLATION SERIES “THE WISHING TREE” (2012 – 2019)","ISEA 2022",NULL
"ecoEDA: Recycling E-waste During Electronics Design","ACM UIST 2023",NULL
"kin_ – An AR Dance Performance with Believable Avatars","ISEA 2022",NULL
"Sparking Emotion in Mexican Electronic Art","ISEA 2022",NULL
"Supra-dimensional Cinema: VR Case Study TesserIce","ISEA 2022",NULL
"Cultivating the possible: using design methodologies for artistic research","ISEA 2022",NULL
"In pursuit of the Schizomachine: for a(n) (in)possible listening","ISEA 2022",NULL
"Buildings as Audio Visual Synthesisers: Experiments Performing Live Music on Wirelessly Networked Multi-Speaker Media Architectures","ISEA 2022",NULL
"Unrecording Nature","ISEA 2022",NULL
"Star-Stuff: A Shared Immersive Experience in Space","ISEA 2022",NULL
"Click::REVU: an optophonic sound installation","ISEA 2022",NULL
"Forging Emotions: A Deep Learning Experiment on Emotions and Art","ISEA 2022",NULL
"3D Printing Backwards","ISEA 2022",NULL
"Splitting Defense: A Methodological Journey into the Material Basis of Practice-Based Research","ISEA 2022",NULL
"Robophilia and Device Art in Japan","ISEA 2022",NULL
"A Mixed Reality Installation to Elicit Reflexivity on Adverse Childhood Experiences","ISEA 2022",NULL
"Postlocative Art for a Non-Anthropocentric World","ISEA 2022",NULL
"AI Creativity: AI.R Teletorium, Toward New Storytelling Realm","ISEA 2022",NULL
"Posthuman Rituals","ISEA 2022",NULL
"Humans and Machines: A Study of the Impacts of the Technological Advances in the Light of Generative Art Theory","ISEA 2022",NULL
"Écosystème(s): a self-interactive sound installation","ISEA 2022",NULL
"Made you look: crossing visual attention with computational design to create motion-based visual distractions","ISEA 2022",NULL
"A Networked Multi-channel Audio and Video Authoring and Display System for Immersive Recombinatory Media Installations","ISEA 2022",NULL
"Extended Listening: Towards non-humans interpretation of the sound environment through AI systems","ISEA 2022",NULL
"Bridging traditional and digital crafts: Digital Dynamic Ornaments","ISEA 2022",NULL
"eCO2system: exploring the environmental and social impact of the internet’s materiality through a data-driven media art installation","ISEA 2022",NULL
"SwarmFidget: Exploring Programmable Actuated Fidgeting with Swarm Robots","ACM UIST 2023",NULL
"Learning non-human. Can participatory practices change an institution?","ISEA 2022",NULL
"Complex acquisitions: understanding the infrastructural properties of born-digital objects in museum collections","ISEA 2022",NULL
"Online collaborative design with students for autobiographical VR stories about Covid-19","ISEA 2022",NULL
"TeleWindow: A Flexible System for Exploring 3D Immersive Telepresence Using Commodity Depth Cameras","ISEA 2022",NULL
"Debunking the quantified self through artistic data portraits","ISEA 2022",NULL
"Codex Endogenous: Designing Interactive Self Data Visualization Tool for Trauma Impacted Individuals","ISEA 2022",NULL
"Live Data in Live Performance","ISEA 2022",NULL
"‘Taman Tugu: Interference/Resistance’: Addressing Urban Rewilding with a Musical Augmented Reality Experience","ISEA 2022",NULL
"RESILIENT TERRA","ISEA 2022",NULL
"FORM AND TIME / DECENTERING SITES OF ART STUDIO PEDAGOGY","ISEA 2022",NULL
"Memory’s death… or the desire of immortality","ISEA 2022",NULL
"Visualizing the Unpredictable Behavior of Wildfire Using an Artificially Intelligent Aesthetic","ISEA 2022",NULL
"Setting limits in preservation strategies from the stage of acquisition: a feasibility approach for Media Art Installations","ISEA 2022",NULL
"KŌDOS: multiple investigations through art, science, and technology","ISEA 2022",NULL
"Polyphonic Materiality in Extended Reality","ISEA 2022",NULL
"MEDIA ART AND FACE RECOGNITION: CRITICAL LINE OF WORKS","ISEA 2022",NULL
"The Sonic Body: creating embodied sonic performances within an extended reality context","ISEA 2022",NULL
"Artistic Research in European Extended Reality Laboratories","ISEA 2022",NULL
"Animated Cadavre Exquis: A locked-down experience of collaborative filmmaking in education","ISEA 2022",NULL
"Xenoactivism and Impious Machines: Digital Art as Aesthetic Model of More-Than-Human Politics","ISEA 2022",NULL
"Below Victory: Revealing a Buried Past and Present","ISEA 2022",NULL
"Algorithmic Vision and the Dialectic of Visibility","ISEA 2022",NULL
"Umwelten: Shifting agencies among the human, the non-human, and a machine learning algorithm","ISEA 2022",NULL
"AI Art and the “Transparent Author”","ISEA 2022",NULL
"Perlin Noise and Sovereign Land: Minecraft’s World Generation Algorithm and Colonialism","ISEA 2022",NULL
"Reinventing the Colonial Gaze Employing AI: a Case Study","ISEA 2022",NULL
"Cymatics as a tool to create visual cartographies with the ecoacoustics from Delta del Llobregat Natural Park.","ISEA 2022",NULL
"The vanishing of remix concept in machine-driven text","ISEA 2022",NULL
"Laboratorio de luz. More than 30 years of research in art, science and technology in the Spanish panorama.","ISEA 2022",NULL
"Artistic Residencies as Critical Research: Entangled Methodologies for Future Science.","ISEA 2022",NULL
"The Art of Urgency: Cultural Mediation as a Vehicle for Socio-Ecological Transition","ISEA 2022",NULL
"Crossing Art, Science and Technology for Innovations through Maker Culture and Education","ISEA 2022",NULL
"CHIME Design Lab: Community-centred, Collaborative Health Innovation partnered with Medical Education","ISEA 2022",NULL
"Virtual museums: heritage and future of mediated UX?","ISEA 2022",NULL
"Algaphon: Transducing Human Input to Photosynthetic Radiation Parameters in Algae Timescale","ISEA 2022",NULL
"Corresponding Wood Tools: Speculative Fabulations of Material Correspondence in Woodworking","ISEA 2022",NULL
"Deep Space: Re-signifying Vale de los Caídos","ISEA 2022",NULL
"The Weird, the Cute and the Dark: How to Account for Aesthetics When Working on Awareness about Design Patterns","ISEA 2022",NULL
"Cultivating Human Potential in Virtual Art Studios","ISEA 2022",NULL
"The Voice of the Machine Audience","ISEA 2022",NULL
"Mapping the atmospheric in school buildings: Digital art-based participatory inquiry with youth","ISEA 2022",NULL
"Possi(A)bilities: Augmented Reality Experiences of Possible Motor Abilities Enabled by a Video-Projected Virtual Hand","ISEA 2022",NULL
"Online Possibles: Internet Spaces in a Postdigital World","ISEA 2022",NULL
"The Gap: Science Always Goes Before the Law","ISEA 2022",NULL
"In sight of Allo-states: Tracing the Path from Environmental Personhood to Agentials, Performances of Personhood and Other Artworks on the Agency-Personhood Continuum (APC)","ISEA 2022",NULL
"Environmental Critical Zones: Reading the Wrack Lines","ISEA 2022",NULL
"Extensions of Reality: Plants and the Technological Virtual","ISEA 2022",NULL
"Always Only Once:” The paradox of preserving performative digital works","ISEA 2022",NULL
"Stayin' Alive. Southern Cone Video Art Archives in Context","ISEA 2022",NULL
"A forgotten, almost lost, and partially hidden piece of history: new media arts in Latin America","ISEA 2022",NULL
"The future of art museums in the digital age: Using virtual reality for archiving purposes","ISEA 2022",NULL
"Accessing and Displaying the Archive","ISEA 2022",NULL
"AR[t]chive – Augmented Reality Experience for a Digital Art Archive","ISEA 2022",NULL
"Practicing Odin Teatret’s Archives: virtual translations of embodied knowledge through archival practices","ISEA 2022",NULL
"The Australian Emulation Network: Accessing Born Digital Cultural Collections","ISEA 2022",NULL
"Archiving Strategies in the Computational Age: Creating a Media + Data Art Digital Media Library Based on a Curatorial Methodology","ISEA 2022",NULL
"Newsslider, smart navigating archives","ISEA 2022",NULL
"Conservation of Multimedia Art: Case Study on Teoman Madra Archive","ISEA 2022",NULL
"Experimental archiving. Artpool’s website as a digital archive of underground art in Hungary","ISEA 2022",NULL
"“The Right to the Image”: Ethics of Representation and Appropriation in New Media Art Archives since the 2011 Arab Uprisings","ISEA 2022",NULL
"Archiving the Expanded Animation Symposium: Challenges, Solutions and International Collaborations","ISEA 2022",NULL
"Restoring the recent past: Learnings from producing a retrospective of VR content from the UK","ISEA 2022",NULL
"Public Library Consoles – Publishing Collections with the Flick of a Hand","ISEA 2022",NULL
"VR as a function for archiving media arts, one example","ISEA 2022",NULL
"Sentience as The Antidote to Our Frenzied Mediated Selves","ISEA 2020",NULL
"After The Tunnel: on shifting ontology and ethology of the emerging art-subject","ISEA 2020",NULL
"Can art contribute to the research on multisensory processes?","ISEA 2020",NULL
"Underground sensings","ISEA 2020",NULL
"Chatterbox: an interactive system of gibberish agents","ISEA 2020",NULL
"Schizomachine: a wearable schizo-interface for a schizo-body","ISEA 2020",NULL
"Creative audio design for a massively multipoint sound and light system","ISEA 2020",NULL
"Sentience and Place: Towards More-than-Human Cultures","ISEA 2020",NULL
"Shifting Immediations: Fields of Experience across Media Art and Design","ISEA 2020",NULL
"RISONANZE DI VINO: Tuning Wine with Sound through the Senses and Culture","ISEA 2020",NULL
"Dance and Code with Empathy: A Reading of Joana Chicau and Merce Cunningham","ISEA 2020",NULL
"PlantConnect and Microbial Sonorities: Exploring the Intersection of Plant, Microbial and Machine Agencies","ISEA 2020",NULL
"Archive or Alive: The Experimental VR Digital Collection of Shou-You LIU’s Shapde 5.5","ISEA 2020",NULL
"The Mattering of Algorithms: Reading the Media Performance of Erica Scourti through Originary Technicity","ISEA 2020",NULL
"Cyborg Encounters: The Abilizing Capabilities of Embodying Disabling Avatars","ISEA 2020",NULL
"Water Ways Visualization Computational Reflexivity for Sustainability Action","ISEA 2020",NULL
"TwttrGraph: I Wish to Speak with You. A Telegraphic Sound Installation","ISEA 2020",NULL
"Expanded Notes on the Exhibitionary Conditions of Virtual Reality","ISEA 2020",NULL
"Seeing is Sensing: Three Strategies for Multisensory Experience in Mixed Reality Art","ISEA 2020",NULL
"Data Pollution Devices: Artistic Strategies Against Behavior Capture","ISEA 2020",NULL
"Qualia Formation through Sensory Substitution in Artistic Laboratories in Russia","ISEA 2020",NULL
"On places, spaces and objects of interdisciplinary scholarship: The case of Useful Fictions","ISEA 2020",NULL
"Sensing the reality: reflections on artistic actions to defocus the real","ISEA 2020",NULL
"Social Justice & Artificial Intelligence","ISEA 2020",NULL
"Designing Technology for a Symbiosis Between Natural Systems and Information Infrastructure","ISEA 2020",NULL
"The Art of Trajectory: Celestial Mechanics V","ISEA 2020",NULL
"Pixels in the Material World: Making Marching Cubes","ISEA 2020",NULL
"Stonemaps: A Slow Intentional Network for Collective Sentience","ISEA 2020",NULL
"NEO//QAB: Creating a World Through Speculative Play","ISEA 2020",NULL
"Beneath the Surface and into the Planetary: Listening to/for Coexistence in Contemporary Sound Installations","ISEA 2020",NULL
"Sensory and Spatial Koans","ISEA 2020",NULL
"Enchanting Materialities: e-textiles installations for an ecosophic world","ISEA 2020",NULL
"Taxonomy for the Contiguous Spectrum: Corporeal Computing Futures and the Performance of Signal Transmission","ISEA 2020",NULL
"Translating disciplinary practices for trans-sentient collaboration","ISEA 2020",NULL
"Aesthetic Qualities of Thermal and Vibrotactile Materials for Somatic Contemplation","ISEA 2020",NULL
"git show: Musical Creativity, Ideation, and GitHub","ISEA 2020",NULL
"AIBO: An Emotionally Intelligent Artificial Intelligent Brainwave Opera: Part 2, Or The Making Of A “Sicko” AI","ISEA 2020",NULL
"Embodied cognition, digital cultures and sensorimotor debility.","ISEA 2020",NULL
"Odorama V2: Prototyping Touch-Smell Synesthesia to Promote Neurocognitive Empathy","ISEA 2020",NULL
"Art and the Broken Mirror: A technogenetic perspective on digitally expanded realities","ISEA 2020",NULL
"Art and Science Intra-action of Collecting Water from Fog: Ethical Response-ability in Karen Barad’s Mattering","ISEA 2020",NULL
"Inhaling Consciousness: Ecological Sentience at Molecular Level","ISEA 2020",NULL
"Glowing Lichen: Visually sensing social spaces","ISEA 2020",NULL
"Liminal Scape, an interactive visual installation with expressive AI","ISEA 2020",NULL
"AURALROOTS: learning about sentience though embodiment and simulation in three sonic environments","ISEA 2020",NULL
"ThermalRouter: Enabling Users to Design Thermally-Sound Devices","ACM UIST 2023",NULL
"Neosentience","ISEA 2020",NULL
"Seeing Plants through Botanical Illustration","ISEA 2020",NULL
"Open-source Sentience: the Proof is in the Performance","ISEA 2020",NULL
"Indigenous Sentience: Fernando Palma’s electronic divinities","ISEA 2020",NULL
"Data, Sense, Resonance: An Art of Diabetic Self-Tracking","ISEA 2020",NULL
"Sentience and The Virtual Body, From Dual Subjectivity to the Eros Effect","ISEA 2020",NULL
"Gestural Metaphor and Emergent Human/Machine Agency in Two Contrasting Interactive Dance/Music Pieces","ISEA 2020",NULL
"Tactile Potentials: A Mixed Reality Project for Live Performance","ISEA 2020",NULL
"Cyborg and Prosthesis: The Body of Subjective Motivation Extension","ISEA 2020",NULL
"Computational Design of Personalized Wearable Robotic Limbs","ACM UIST 2023",NULL
"The Problem with Immersion","ISEA 2020",NULL
"A Little Better: Emotions in the age of cryptocurrency","ISEA 2020",NULL
"Beyond the turn and towards the event: analyzing the curatorial as a material-discursive practice","ISEA 2020",NULL
"Sleeping Eyes: VR narcolepsy storytelling through the duality of presence","ISEA 2020",NULL
"Post-immersion: Towards a Discursive Situation in Media Arts","ISEA 2020",NULL
"Sensing Contemporary Mexican Art: Ariel Guzik’s Sonic Machines","ISEA 2020",NULL
"I try to stay neutral: digital assistants and their stance towards gender","ISEA 2020",NULL
"UNMASK - Digital Thinking with Brutalism","ISEA 2020",NULL
"Mycorrhizal Curation: minimal cognition for maximal cooperation","ISEA 2020",NULL
"Machine Generated Portraits as Impersonal Gestures","ISEA 2020",NULL
"Expanding Sensitivity in Immersive Media Environments","ISEA 2020",NULL
"Blimpy - an artistic framework for creating a spatial augmented reality experience with helium blimps","ISEA 2020",NULL
"Playing with Emotions: Biosignal-based Control in Virtual Reality Game Project H.E.A.R.T","ISEA 2020",NULL
"The Revisit of Sentience: Nam June Paik’s Big Sleep in Interactive Art","ISEA 2020",NULL
"The Barbican Totem: Lighting up the brain, zoning in on synapses, redistributing sentience","ISEA 2020",NULL
"Underwater Sound and Oceanic States of Mind","ISEA 2019",NULL
